motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
larry,EURAUD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,no,3,3,1.52967,2.08291,13,20,2.669,225.57,3.046,620.96,3,3,1.74052,2.05064,33,15,3.7217,830.77,1.8635,494.43,12,12,1.16253,2.56034,64,35,5.3666,433.9,3.9297,1309.0,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_EURAUD.csv;backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/wf_larry_EURAUD_IS.csv;backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/wf_larry_EURAUD_OOS.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r44a,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r44,SI,4,4,1.28599,1.35877,71,71,9.1323,1158.41,8.6293,1440.99,4,4,1.73605,1.95461,119,119,11.0412,4676.86,10.8867,6585.06,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r44/ABTG_ORB_Ottimizzato_U30USD_IS_r44a.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r44/ABTG_ORB_Ottimizzato_U30USD_OOS_r44a.csv
BreakingBand,GBPUSD,H1,r34,backtest_pipeline/risultati_prove/ABTG_BreakingBand/r34,no,2,1,2.72613,2.72613,13,13,1.696,2667.18,1.696,2667.18,2,1,1.7302,1.7302,26,26,3.4801,3160.1,3.4801,3160.1,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_BreakingBand/r34/ABTG_BreakingBand_GBPUSD_IS_r34.csv;backtest_pipeline/risultati_prove/ABTG_BreakingBand/r34/ABTG_BreakingBand_GBPUSD_OOS_r34.csv
SupertrendReversal_Multi_Ottimizzato,XAUUSD,H4,r3,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi_Ottimizzato,SI,5,5,1.25337,4.50613,11,33,2.1421,54.4,3.1471,1098.26,5,5,1.71436,2.98478,105,27,5.7872,1664.42,3.5717,724.92,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi_Ottimizzato/ABTG_SupertrendReversal_Multi_Ottimizzato_XAUUSD_IS_r3.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi_Ottimizzato/ABTG_SupertrendReversal_Multi_Ottimizzato_XAUUSD_OOS_r3.csv
Live5m,DAX,[NON MISURATO],v2_D30EUR_ohlc,backtest_pipeline/risultati_prove/ABTG_DAX_Live5m_v2,SI,2,1,1.31987,1.31987,84,84,4.8487,594.62,4.8487,594.62,2,1,1.71088,1.71088,211,211,6.1693,2958.48,6.1693,2958.48,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_DAX_Live5m_v2/ABTG_DAX_Live5m_v2_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_DAX_Live5m_v2/ABTG_DAX_Live5m_v2_D30EUR_OOS_ohlc.csv
SupertrendReversal,GBPJPY,H4,r22,backtest_pipeline/risultati_prove/SupRev_GBPJPY_r22,no,9,7,0.34215,1.54291,22,24,4.6122,-279.44,3.4556,150.95,9,7,1.7095,2.16122,30,30,1.6542,211.51,1.6542,347.38,,,,,,,,,,,backtest_pipeline/risultati_prove/SupRev_GBPJPY_r22/ABTG_SupertrendReversal_GBPJPY_IS_r22.csv;backtest_pipeline/risultati_prove/SupRev_GBPJPY_r22/ABTG_SupertrendReversal_GBPJPY_OOS_r22.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],ANCORA,backtest_pipeline/risultati_archivio/ancora_passo7,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ancora_passo7/ABTG_ORB_Ottimizzato_U30USD_IS_ANCORA.csv;backtest_pipeline/risultati_archivio/ancora_passo7/ABTG_ORB_Ottimizzato_U30USD_OOS_ANCORA.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0000,backtest_pipeline/risultati_archivio/ritardo_r119_csv,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0000.csv;backtest_pipeline/risultati_archivio/ritardo_r119_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0000.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0500,backtest_pipeline/risultati_archivio/ritardo_r119_csv,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0500.csv;backtest_pipeline/risultati_archivio/ritardo_r119_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0500.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0000,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0000.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0000.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0050,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0050.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0050.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0100,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.23076,1.23076,71,71,5.653,569.12,5.653,569.12,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0100.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0100.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],R119_D0500,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.22965,1.22965,71,71,5.655,566.88,5.655,566.88,2,1,1.6749,1.6749,119,119,6.5389,2484.17,6.5389,2484.17,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_IS_R119_ORB_D0500.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_R119_ORB_D0500.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r88c,backtest_pipeline/risultati_archivio/r88_csv,SI,4,2,1.15429,1.24979,74,71,7.93,6214.63,7.8885,9509.39,4,2,1.67419,1.68658,119,120,9.7623,41057.0,9.7623,41841.23,,,,,,,,,,,backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_IS_r88c.csv;backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_r88c.csv
GoldenCross_V1,NZDUSD,[NON MISURATO],r87anzdv1,backtest_pipeline/risultati_archivio/r86_r87_r89_csv,no,2,1,2.77736,2.77736,8,8,0.9352,149.6,0.9352,149.6,2,1,1.6679,1.6679,14,14,2.8147,189.05,2.8147,189.05,,,,,,,,,,,backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_V1_NZDUSD_IS_r87anzdv1.csv;backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_V1_NZDUSD_OOS_r87anzdv1.csv
SupertrendReversal,225JPY,MISTO(H1/H12/H2/H3/H4/H6/H8),r2,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,7,7,1.42669,75.33333,10,4,0.0043,2.27,0.0102,2.23,7,7,1.66614,2.91801,47,6,0.0116,16.8,0.0114,13.1,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_IS_r2.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_OOS_r2.csv
SupertrendReversal,225JPY,H2,pta,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,2,1,1.54236,1.54236,29,29,0.6455,591.35,0.6455,591.35,2,1,1.65283,1.65283,50,50,0.8752,1863.34,0.8752,1863.34,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_IS_pta.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_OOS_pta.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r55b,backtest_pipeline/risultati_archivio/csv_r55,SI,10,5,1.19222,1.24979,71,71,8.294,7452.35,7.8885,9509.39,10,5,1.61729,1.67419,119,119,9.9499,38271.02,9.7623,41057.0,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_r55/ABTG_ORB_Ottimizzato_U30USD_IS_r55b.csv;backtest_pipeline/risultati_archivio/csv_r55/ABTG_ORB_Ottimizzato_U30USD_OOS_r55b.csv
GapFill,USOIL,H1,r36,backtest_pipeline/risultati_prove/ABTG_GapFill/r36,no,3,3,0.64051,0.86636,8,8,2.4169,-118.01,2.4169,-43.87,3,3,1.6141,1.97888,15,15,3.0818,291.54,2.015,271.61,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_GapFill/r36/ABTG_GapFill_USOIL_IS_r36.csv;backtest_pipeline/risultati_prove/ABTG_GapFill/r36/ABTG_GapFill_USOIL_OOS_r36.csv
SupertrendReversal,XAUUSD,H4,r21,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,12,12,1.25515,8.61848,5,7,0.5183,10.89,0.505,202.88,12,12,1.59949,3.415,12,9,2.092,142.72,0.5207,100.44,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAUUSD_IS_r21.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAUUSD_OOS_r21.csv
SupertrendReversal,XAUUSD,H4,r21,backtest_pipeline/risultati_prove/SupRev_H4_r21,no,12,12,1.25515,8.61848,5,7,0.5183,10.89,0.505,202.88,12,12,1.59949,3.415,12,9,2.092,142.72,0.5207,100.44,,,,,,,,,,,backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_XAUUSD_IS_r21.csv;backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_XAUUSD_OOS_r21.csv
GoldenCross,USDCHF,[NON MISURATO],r87achf,backtest_pipeline/risultati_archivio/r86_r87_r89_csv,no,2,1,2.86687,2.86687,21,21,2.029,422.1,2.029,422.1,2,1,1.59294,1.59294,18,18,2.354,157.36,2.354,157.36,,,,,,,,,,,backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_USDCHF_IS_r87achf.csv;backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_USDCHF_OOS_r87achf.csv
PTE,USDJPY,MISTO(H1/H2/H3/H4),ABTG_PTE,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,16,1.66315,226.29977,15,18,2.7387,204.45,0.9467,984.56,16,16,1.5711,9.87184,29,17,5.3887,485.85,1.6805,1036.32,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_USDJPY_IS.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_USDJPY_OOS.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r118a,backtest_pipeline/risultati_archivio/r118_csv,SI,25,25,1.00811,1.24979,71,71,7.5279,255.13,7.8885,9509.39,25,25,1.56591,1.67419,119,119,7.5728,26636.88,9.7623,41057.0,,,,,,,,,,,backtest_pipeline/risultati_archivio/r118_csv/ABTG_ORB_Ottimizzato_U30USD_IS_r118a.csv;backtest_pipeline/risultati_archivio/r118_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_r118a.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r88a,backtest_pipeline/risultati_archivio/r88_csv,SI,48,24,1.03712,1.48285,71,71,6.9775,1172.59,16.7366,30177.08,48,24,1.55394,1.84372,119,119,8.0454,28466.13,5.2995,22483.75,,,,,,,,,,,backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_IS_r88a.csv;backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_r88a.csv
PTE,D30EUR,MISTO(H1/H2/H3/H4),ohlc,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,15,0.7974,5.73989,23,13,3.4897,-97.06,1.2578,457.21,16,16,1.55346,6.94148,35,21,3.6448,273.33,1.7515,1241.77,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_D30EUR_OOS_ohlc.csv
SupertrendReversal,225JPY,MISTO(H1/H12/H2/H3/H4/H6/H8),r5,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,7,7,1.54236,621.42424,29,7,0.6455,591.35,0.3592,409.48,7,7,1.5418,3.78593,37,10,1.008,1263.55,0.3917,569.5,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_IS_r5.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_OOS_r5.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_r26,backtest_pipeline/risultati_prove/ABTG_DAX_Apertura_EU,no,6,4,1.19054,1.72894,104,43,3.9923,354.87,2.8372,506.25,6,4,1.53835,2.3749,96,62,4.5746,893.15,2.5886,1137.88,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_DAX_Apertura_EU/ABTG_DAX_Apertura_EU_D30EUR_IS_r26.csv;backtest_pipeline/risultati_prove/ABTG_DAX_Apertura_EU/ABTG_DAX_Apertura_EU_D30EUR_OOS_r26.csv
PTE,USDJPY,H1,pte72jpy,backtest_pipeline/risultati_archivio/csv_R72,no,14,14,0.83242,1.09262,35,35,3.4238,-919.06,3.5961,540.94,14,7,1.52415,2.08728,63,72,3.9405,2524.66,3.1584,3228.95,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_R72/ABTG_PTE_USDJPY_IS_pte72jpy.csv;backtest_pipeline/risultati_archivio/csv_R72/ABTG_PTE_USDJPY_OOS_pte72jpy.csv
EMA200,U30USD,H1,00_metro,backtest_pipeline/prove/R110_CSV_EMADOW,SI,2,1,1.2011,1.2011,237,237,5.7325,4585.4,5.7325,4585.4,2,1,1.52365,1.52365,517,517,7.8323,23321.47,7.8323,23321.47,,,,,,,,,,,backtest_pipeline/prove/R110_CSV_EMADOW/ABTG_EMA200_U30USD_IS_00_metro.csv;backtest_pipeline/prove/R110_CSV_EMADOW/ABTG_EMA200_U30USD_OOS_00_metro.csv
EMA200,U30USD,H1,00_metro,backtest_pipeline/risultati_archivio/R112_CORSA_20260826,SI,2,1,1.2011,1.2011,237,237,5.7325,4585.4,5.7325,4585.4,2,1,1.52365,1.52365,517,517,7.8323,23321.47,7.8323,23321.47,,,,,,,,,,,backtest_pipeline/risultati_archivio/R112_CORSA_20260826/ABTG_EMA200_U30USD_IS_00_metro.csv;backtest_pipeline/risultati_archivio/R112_CORSA_20260826/ABTG_EMA200_U30USD_OOS_00_metro.csv
EMA200,U30USD,H1,00_metro,backtest_pipeline/risultati_archivio/R112_PARZIALE_20260826,SI,2,1,1.2011,1.2011,237,237,5.7325,4585.4,5.7325,4585.4,2,1,1.52365,1.52365,517,517,7.8323,23321.47,7.8323,23321.47,,,,,,,,,,,backtest_pipeline/risultati_archivio/R112_PARZIALE_20260826/ABTG_EMA200_U30USD_IS_00_metro.csv;backtest_pipeline/risultati_archivio/R112_PARZIALE_20260826/ABTG_EMA200_U30USD_OOS_00_metro.csv
EMA200,U30USD,H1,r31,backtest_pipeline/risultati_prove/ABTG_EMA200,SI,2,1,1.2011,1.2011,237,237,5.7325,4585.4,5.7325,4585.4,2,1,1.52365,1.52365,517,517,7.8323,23321.47,7.8323,23321.47,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_U30USD_IS_r31.csv;backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_U30USD_OOS_r31.csv
PTE,D30EUR,MISTO(H1/H2/H3/H4),ABTG_PTE,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,15,0.54959,5.55843,23,13,5.2163,-298.62,1.2046,448.96,16,16,1.52135,7.25572,35,21,3.5127,258.24,1.6704,1351.61,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_D30EUR_IS.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_D30EUR_OOS.csv
GoldenCross_Ottimizzato,USDJPY,[NON MISURATO],r20,backtest_pipeline/risultati_prove/GoldenCross_forex_r20,no,6,2,0.91365,0.94175,44,31,5.7603,-90.99,3.2816,-34.08,6,3,1.51839,1.82284,52,43,3.6621,529.33,2.8838,628.87,,,,,,,,,,,backtest_pipeline/risultati_prove/GoldenCross_forex_r20/ABTG_GoldenCross_Ottimizzato_USDJPY_IS_r20.csv;backtest_pipeline/risultati_prove/GoldenCross_forex_r20/ABTG_GoldenCross_Ottimizzato_USDJPY_OOS_r20.csv
EMA200,U30USD,H1,r29b,backtest_pipeline/risultati_prove/ABTG_EMA200,SI,30,30,1.2089,1.33241,211,222,5.3048,433.55,4.6841,609.59,30,30,1.51718,1.60538,438,402,7.2211,2136.21,5.9734,2452.77,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_U30USD_IS_r29b.csv;backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_U30USD_OOS_r29b.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_r47b,backtest_pipeline/risultati_prove/aperture_r47,SI,2,1,1.18323,1.18323,132,132,4.9576,5569.37,4.9576,5569.37,2,1,1.4914,1.4914,193,193,6.2719,23607.28,6.2719,23607.28,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r47/ABTG_DAX_Apertura_EU_D30EUR_IS_r47b.csv;backtest_pipeline/risultati_prove/aperture_r47/ABTG_DAX_Apertura_EU_D30EUR_OOS_r47b.csv
PTE_Ottimizzato,GBPUSD,H1,ott74gbp,backtest_pipeline/risultati_archivio/csv_R74,no,14,14,33.93914,37.73037,26,26,1.2706,3366.71,1.0131,2998.3,14,14,1.48684,1.9807,50,52,3.2353,2164.58,2.1248,2246.63,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_R74/ABTG_PTE_Ottimizzato_GBPUSD_IS_ott74gbp.csv;backtest_pipeline/risultati_archivio/csv_R74/ABTG_PTE_Ottimizzato_GBPUSD_OOS_ott74gbp.csv
MaxMinNotte,DAX,[NON MISURATO],Short_Ottimizzato_D30EUR_r81e,backtest_pipeline/risultati_archivio/r81_csv,no,2,1,1.03072,1.03072,16,16,3.4144,130.42,3.4144,130.42,2,1,1.4858,1.4858,15,15,3.1023,1506.43,3.1023,1506.43,,,,,,,,,,,backtest_pipeline/risultati_archivio/r81_csv/ABTG_MaxMinNotte_DAX_Short_Ottimizzato_D30EUR_IS_r81e.csv;backtest_pipeline/risultati_archivio/r81_csv/ABTG_MaxMinNotte_DAX_Short_Ottimizzato_D30EUR_OOS_r81e.csv
EasyTrend,GBPUSD,H1,r49b,backtest_pipeline/risultati_prove/ABTG_EasyTrend,no,2,1,1.2434,1.2434,26,26,4.3579,3500.31,4.3579,3500.31,2,1,1.48274,1.48274,41,41,4.6629,10174.47,4.6629,10174.47,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EasyTrend/ABTG_EasyTrend_GBPUSD_IS_r49b.csv;backtest_pipeline/risultati_prove/ABTG_EasyTrend/ABTG_EasyTrend_GBPUSD_OOS_r49b.csv
EasyTrend,GBPUSD,H1,r53,backtest_pipeline/risultati_archivio/csv_r53,no,16,13,1.345,1.56336,29,25,4.3598,5391.84,4.3623,7156.24,16,16,1.47842,1.58027,43,32,3.5667,10666.87,3.9788,9344.76,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_r53/ABTG_EasyTrend_GBPUSD_IS_r53.csv;backtest_pipeline/risultati_archivio/csv_r53/ABTG_EasyTrend_GBPUSD_OOS_r53.csv
PTE,GBPUSD,H1,pte72gbp,backtest_pipeline/risultati_archivio/csv_R72,no,14,14,17.22736,18.66925,42,42,1.2849,4319.4,1.7041,6289.9,14,14,1.47426,1.55534,56,65,2.9002,2739.71,2.7892,2641.09,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_R72/ABTG_PTE_GBPUSD_IS_pte72gbp.csv;backtest_pipeline/risultati_archivio/csv_R72/ABTG_PTE_GBPUSD_OOS_pte72gbp.csv
Live5m,DAX,[NON MISURATO],D30EUR_ohlc,backtest_pipeline/risultati_prove/ABTG_DAX_Live5m,SI,2,1,1.27364,1.27364,228,228,18.7714,2633.07,18.7714,2633.07,2,1,1.46853,1.46853,352,352,11.8339,8969.64,11.8339,8969.64,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_DAX_Live5m/ABTG_DAX_Live5m_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_DAX_Live5m/ABTG_DAX_Live5m_D30EUR_OOS_ohlc.csv
PTE,U30USD,H1,ohlc_pte2dow,backtest_pipeline/risultati_archivio/csv_R69,no,28,14,1.5692,1.61913,27,27,4.2888,3545.12,4.3174,3884.18,28,14,1.46219,1.4665,46,46,2.6289,2921.37,2.6256,2945.67,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_R69/ABTG_PTE_U30USD_IS_ohlc_pte2dow.csv;backtest_pipeline/risultati_archivio/csv_R69/ABTG_PTE_U30USD_OOS_ohlc_pte2dow.csv
PTE,U30USD,MISTO(H1/H2/H3/H4),ohlc,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,16,1.27785,1.80472,8,9,1.9505,74.22,1.3458,144.72,16,16,1.44356,5.15704,43,11,2.5385,266.41,1.2961,362.91,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_U30USD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_U30USD_OOS_ohlc.csv
CostToCost,GBPCAD,H4,r41,backtest_pipeline/risultati_prove/ABTG_CostToCost/r41,no,2,1,1.29824,1.29824,44,44,5.1098,7343.23,5.1098,7343.23,2,1,1.44312,1.44312,62,62,6.1856,15446.36,6.1856,15446.36,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_CostToCost/r41/ABTG_CostToCost_GBPCAD_IS_r41.csv;backtest_pipeline/risultati_prove/ABTG_CostToCost/r41/ABTG_CostToCost_GBPCAD_OOS_r41.csv
SupertrendReversal,225JPY,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,11,11,1.12252,4.47101,52,7,0.0855,2.1,0.0393,4.79,11,11,1.44206,2.9363,82,6,0.0772,14.19,0.1145,13.07,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_225JPY_OOS_ohlc.csv
PTE,GBPUSD,H1,ohlc_pte70gbp,backtest_pipeline/risultati_archivio/csv_R70,SI,28,28,0.89873,1.03554,111,102,4.2492,-1018.36,3.8936,442.37,28,21,1.43331,1.55282,235,246,3.6126,5522.99,2.8825,5290.63,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_R70/ABTG_PTE_GBPUSD_IS_ohlc_pte70gbp.csv;backtest_pipeline/risultati_archivio/csv_R70/ABTG_PTE_GBPUSD_OOS_ohlc_pte70gbp.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_R119_D0500,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.15577,1.15577,176,176,3.2696,285.02,3.2696,285.02,2,1,1.41755,1.41755,270,270,4.3139,1120.25,4.3139,1120.25,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_IS_R119_DAX_D0500.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_OOS_R119_DAX_D0500.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_R119_D0100,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.1544,1.1544,175,175,3.1912,280.52,3.1912,280.52,2,1,1.41331,1.41331,270,270,4.3484,1108.89,4.3484,1108.89,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_IS_R119_DAX_D0100.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_OOS_R119_DAX_D0100.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_R119_D0050,backtest_pipeline/risultati_archivio/ritardo_r119b_csv,SI,2,1,1.15396,1.15396,175,175,3.1749,280.02,3.1749,280.02,2,1,1.41209,1.41209,270,270,4.349,1106.11,4.349,1106.11,,,,,,,,,,,backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_IS_R119_DAX_D0050.csv;backtest_pipeline/risultati_archivio/ritardo_r119b_csv/ABTG_DAX_Apertura_EU_D30EUR_OOS_R119_DAX_D0050.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_ANCORA,backtest_pipeline/risultati_archivio/ancora_passo7,SI,2,1,1.15396,1.15396,175,175,3.1749,280.02,3.1749,280.02,2,1,1.41105,1.41105,270,270,4.3501,1103.31,4.3501,1103.31,,,,,,,,,,,backtest_pipeline/risultati_archivio/ancora_passo7/ABTG_DAX_Apertura_EU_D30EUR_IS_ANCORA.csv;backtest_pipeline/risultati_archivio/ancora_passo7/ABTG_DAX_Apertura_EU_D30EUR_OOS_ANCORA.csv
