motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
EMA200,XPDUSD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,88,0.41199,0.53895,668,420,41.618,-4095.82,28.2242,-2344.21,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_XPDUSD.csv
PTE,PTEGBP,H1,B25_ORSO_r80nat,backtest_pipeline/risultati_archivio/csv_R80,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.4101,0.4101,18,18,3.6606,-2389.37,3.6606,-2389.37,backtest_pipeline/risultati_archivio/csv_R80/PTEGBP_B25_ORSO_r80nat.csv
GoldenCross,EURNOK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,66,0.40754,0.50212,64,54,10.4836,-993.59,9.7734,-830.17,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_EURNOK.csv
BreakingBand,USDPLN,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.40606,0.82412,15,7,3.7966,-379.66,1.9699,-35.63,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_USDPLN.csv
PTE,PTEJPY,H1,VIVA_CROLLO_r80nat,backtest_pipeline/risultati_archivio/csv_R80,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.40554,0.40554,6,6,2.3127,-1218.89,2.3127,-1218.89,backtest_pipeline/risultati_archivio/csv_R80/PTEJPY_VIVA_CROLLO_r80nat.csv
CostToCost,EURNOK,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.4052,0.59397,347,166,71.4752,-7070.5,40.0346,-3945.23,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_EURNOK.csv
SupertrendReversal,EURNOK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,99,99,0.40142,0.83025,676,203,55.2987,-5313.07,12.193,-507.56,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_EURNOK.csv
GoldenCross,USDNOK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,78,72,0.39885,0.58528,114,47,21.6222,-2068.55,6.4453,-457.14,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_USDNOK.csv
R113_F2,[NON MISURATO],H1,00_metro,backtest_pipeline/risultati_archivio/R113_CORSA_20260827,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.39621,0.39621,3,3,0.3697,-96.22,0.3697,-96.22,backtest_pipeline/risultati_archivio/R113_CORSA_20260827/R113_F2_00_metro.csv
BreakingBand,GBPNZD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.39225,0.42672,13,8,3.7228,-270.88,2.0944,-171.45,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_GBPNZD.csv
EZ,GBPUSD,H1,CROLLO_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.39066,0.39066,10,10,4.7691,-4507.47,4.7691,-4507.47,backtest_pipeline/risultati_prove/regime_r50/EZ_GBPUSD_CROLLO_r50.csv
EZ,GBPUSD,H1,CROLLO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.39066,0.39066,10,10,4.7691,-4507.47,4.7691,-4507.47,backtest_pipeline/risultati_prove/regime_r59/EZ_GBPUSD_CROLLO_r59.csv
SuperWave,NASUSD,H4,SuperWave,backtest_pipeline/risultati_archivio/SuperWave,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,8,0.38967,0.77809,16,18,3.7419,-269.95,1.6252,-72.32,backtest_pipeline/risultati_archivio/SuperWave/valid_SuperWave_NASUSD_H4.csv
BreakingBand,200AUD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.38835,0.73033,4,5,1.1641,-66.48,1.1598,-29.31,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_200AUD.csv
BreakingBand,GBPCAD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.38316,0.38322,10,16,3.0157,-221.42,4.2156,-342.79,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_GBPCAD.csv
GoldenCross,100GBP,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,36,0.37845,0.69946,8,8,2.0225,-138.27,1.9858,-50.47,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_100GBP.csv
SupertrendReversal,XNGUSD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,93,93,0.3748,8.76836,30,10,4.3784,-269.95,2.347,192.5,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_XNGUSD.csv
EMA200,XAGUSD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,87,87,0.37313,1.36721,53,42,21.452,-1764.24,7.3983,415.66,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_XAGUSD.csv
CostToCost,EURNOK,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.37313,0.46995,688,477,94.5842,-9448.9,86.8557,-8577.44,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_EURNOK.csv
CostToCost,XPDUSD,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.37216,0.46027,437,603,79.6244,-7924.98,99.1737,-9915.99,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_XPDUSD.csv
BB,EURUSD,H1,LATERALE_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.36905,0.36905,9,9,2.9485,-2381.33,2.9485,-2381.33,backtest_pipeline/risultati_prove/regime_r50/BB_EURUSD_LATERALE_r50.csv
BB,EURUSD,H1,LATERALE_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.36905,0.36905,9,9,2.9485,-2381.33,2.9485,-2381.33,backtest_pipeline/risultati_prove/regime_r59/BB_EURUSD_LATERALE_r59.csv
BreakingBand,NZDUSD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.36458,0.40017,12,8,3.8651,-347.46,2.4987,-210.26,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_NZDUSD.csv
SupertrendReversal,USDSEK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,95,95,0.35611,1.04236,295,111,36.512,-3651.2,4.5662,53.57,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_USDSEK.csv
BreakingBand,EURNZD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.35097,0.45651,9,5,2.2546,-167.71,1.6968,-59.17,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURNZD.csv
LARRY,GBPUSD,H1,CROLLO_ANNO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.34636,0.34636,20,20,7.82,-5723.13,7.82,-5723.13,backtest_pipeline/risultati_prove/regime_r59/LARRY_GBPUSD_CROLLO_ANNO_r59.csv
BreakingBand,USDPLN,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.34398,0.86095,19,8,5.1154,-510.16,1.9625,-28.26,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_USDPLN.csv
GoldenCross,XNGUSD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,28,0.34112,0.70341,7,6,1.6288,-156.47,1.2672,-50.31,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_XNGUSD.csv
GoldenCross,CADCHF,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,37,0.33936,3.2293,30,9,7.1771,-617.54,1.2426,94.79,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_CADCHF.csv
BreakingBand,USDSEK,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.33699,0.33699,7,7,2.8829,-177.92,2.8829,-177.92,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_USDSEK.csv
LARRY,GBPUSD,H1,LATERALE_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.33569,0.33569,16,16,6.6176,-6444.91,6.6176,-6444.91,backtest_pipeline/risultati_prove/regime_r50/LARRY_GBPUSD_LATERALE_r50.csv
LARRY,GBPUSD,H1,LATERALE_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.33569,0.33569,16,16,6.6176,-6444.91,6.6176,-6444.91,backtest_pipeline/risultati_prove/regime_r59/LARRY_GBPUSD_LATERALE_r59.csv
PTE,PTEJPY,H1,VIVA_TORO_r80nat,backtest_pipeline/risultati_archivio/csv_R80,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.32913,0.32913,22,22,4.9726,-4660.01,4.9726,-4660.01,backtest_pipeline/risultati_archivio/csv_R80/PTEJPY_VIVA_TORO_r80nat.csv
BreakingBand,225JPY,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.32244,0.6479,5,4,2.0718,-134.95,1.3616,-34.9,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_225JPY.csv
GoldenCross,EURSEK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,84,69,0.32152,0.47703,103,69,24.8287,-2263.69,12.2152,-1079.09,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_EURSEK.csv
GoldenCross,UKOIL,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,79,33,0.31973,0.8644,13,6,4.3074,-313.32,1.5037,-24.33,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_UKOIL.csv
GapFill,XPTUSD,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.31796,0.44176,13,11,5.9819,-486.44,3.2591,-243.76,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_XPTUSD.csv
GapFill,USDCHF,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.31232,0.51428,7,6,5.1229,-336.71,3.3257,-145.73,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_USDCHF.csv
BreakingBand,USDNOK,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.31221,0.42134,6,4,2.4147,-163.13,1.605,-81.51,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_USDNOK.csv
GoldenCross,EURPLN,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,76,76,0.31008,0.43527,106,48,24.8891,-2425.99,7.1279,-613.07,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_EURPLN.csv
GapFill,XNGUSD,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.3059,0.30863,16,16,7.8511,-720.18,9.6328,-882.13,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_XNGUSD.csv
GapFill,NZDCHF,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.30558,0.75582,2,5,1.5585,-69.9,1.7572,-49.38,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_NZDCHF.csv
larry,XNGUSD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,11,0.30495,0.73389,7,2,3.7159,-239.62,1.6494,-24.66,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_XNGUSD.csv
SupertrendReversal,EURSEK,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,103,91,0.29556,30.96377,146,12,20.1333,-2011.45,1.3529,124.05,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_EURSEK.csv
GoldenCross,E50EUR,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,92,68,0.29409,3.55748,20,6,5.8213,-459.64,0.9626,125.7,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_E50EUR.csv
LARRY,GBPUSD,H1,CROLLO_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.28836,0.28836,3,3,2.2018,-708.12,2.2018,-708.12,backtest_pipeline/risultati_prove/regime_r50/LARRY_GBPUSD_CROLLO_r50.csv
LARRY,GBPUSD,H1,CROLLO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.28836,0.28836,3,3,2.2018,-708.12,2.2018,-708.12,backtest_pipeline/risultati_prove/regime_r59/LARRY_GBPUSD_CROLLO_r59.csv
EMA200,E35EUR,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,85,0.28571,0.92992,33,16,6.3926,-456.32,2.3054,-15.46,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_E35EUR.csv
BreakingBand,EURNZD,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.28553,0.28553,3,3,1.5613,-71.44,1.5613,-71.44,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_EURNZD.csv
SupertrendReversal,EURSEK,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,111,111,0.2839,0.55864,306,126,41.3066,-3985.76,13.683,-988.64,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_EURSEK.csv
CostToCost,EURPLN,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.28189,0.29729,352,177,84.4946,-8406.37,66.2149,-6567.36,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_EURPLN.csv
BreakingBand,GBPCHF,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.28158,0.28158,2,2,1.1466,-70.98,1.1466,-70.98,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_GBPCHF.csv
SupertrendReversal,EURNOK,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,104,93,0.28148,0.85677,108,37,17.3072,-1469.46,2.3427,-57.71,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_EURNOK.csv
larry,EURNOK,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.27858,0.53988,35,36,14.1955,-1317.86,10.5725,-809.57,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_EURNOK.csv
BreakingBand,GBPJPY,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.26732,0.26732,2,2,1.2366,-78.03,1.2366,-78.03,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_GBPJPY.csv
BreakingBand,GBPJPY,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.26732,0.26732,2,2,1.2366,-78.03,1.2366,-78.03,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_GBPJPY.csv
PTE,USDJPY,H1,CROLLO_r57,backtest_pipeline/risultati_prove/regime_r57,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.2614,0.2614,5,5,3.4648,-2193.4,3.4648,-2193.4,backtest_pipeline/risultati_prove/regime_r57/PTE_USDJPY_CROLLO_r57.csv
larry,XPDUSD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.25527,0.85813,42,9,18.2713,-1579.01,3.5002,-56.77,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_XPDUSD.csv
GoldenCross,EURNOK,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,79,34,0.25418,1.67281,17,6,5.4419,-461.7,0.9812,34.32,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_EURNOK.csv
CostToCost,EURPLN,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.25128,0.28619,437,663,92.7408,-9270.66,97.8577,-9781.11,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_EURPLN.csv
BreakingBand,EURNOK,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.25002,0.58277,16,6,6.2591,-578.72,2.0466,-83.02,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURNOK.csv
GoldenCross,XNGUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,86,0.24344,0.49498,28,18,9.9763,-780.77,4.8107,-278.68,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_XNGUSD.csv
SupertrendReversal,EURPLN,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,98,89,0.23524,0.83395,93,39,16.0686,-1517.02,3.1516,-101.53,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_EURPLN.csv
GoldenCross,EURPLN,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,54,0.23329,0.36999,37,19,13.6827,-1258.81,6.5392,-535.41,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_EURPLN.csv
PTE,PTEJPY,H1,S25_TORO_r80nat,backtest_pipeline/risultati_archivio/csv_R80,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.23262,0.23262,17,17,2.901,-2701.89,2.901,-2701.89,backtest_pipeline/risultati_archivio/csv_R80/PTEJPY_S25_TORO_r80nat.csv
PTE,PTEGBP,H1,VIVA_ORSO_r80nat,backtest_pipeline/risultati_archivio/csv_R80,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.23087,0.23087,16,16,5.5766,-4645.51,5.5766,-4645.51,backtest_pipeline/risultati_archivio/csv_R80/PTEGBP_VIVA_ORSO_r80nat.csv
SupertrendReversal,EURPLN,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,101,101,0.22366,0.43219,284,174,47.991,-4579.65,22.5528,-2080.48,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_EURPLN.csv
larry,EURPLN,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.22017,43.27778,43,1,18.2997,-1547.61,0.6298,7.61,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_EURPLN.csv
EMA200,XPTUSD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,79,64,0.21867,1061.84395,13,13,60.1347,-5612.86,20.1971,3331.05,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_XPTUSD.csv
SupertrendReversal,XPTUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,95,52,0.20964,6083.9,6,2,49.0455,-3134.4,19.9163,4866.32,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_XPTUSD.csv
BreakingBand,EURGBP,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.1797,38.0625,2,1,1.2141,-83.4,0.2454,17.79,backtest_pipeline/risultati_prove/ABTG_BreakingBand/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURGBP.csv
BreakingBand,225JPY,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.1797,0.36108,4,3,2.0718,-163.38,1.3616,-63.33,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_225JPY.csv
